week,deviceCategory,medium,sessions,searchSessions,avgTimeOnPage,bounceRate,pageviewsPerSession,goal1Completions,avgPageLoadTime
39,mobile,affiliate,27741,1184,53.45927971,50.61100898,1.926859162,0,0
39,mobile,banners,21652,5413,84.68738213,52.34158507,3.539026418,0,0
39,mobile,buyer,507,0,19.9,66.66666667,1.33530572,0,0
39,mobile,buyer_donna_home_accents,169,0,0,100,1,0,0
39,mobile,buyer_home_accents_donna,338,0,6.486725664,50,2.00295858,0,0
39,mobile,cpc,910217,133293,69.07891183,60.11896064,2.460137528,1353,3.159915004
39,mobile,email,102169,17592,72.49895074,37.91365287,3.761591089,338,3.925571006
39,mobile,kent,169,0,0,100,1,0,0
39,mobile,like2buy,2706,677,63.94898484,31.26385809,3.875831486,0,0
39,mobile,mobile,169,0,0,100,1,0,0
39,mobile,online,8289,169,73.67560322,83.66509832,2.754976475,0,0
39,mobile,online-app,3552,0,9.00591716,95.24211712,1.047578829,0,0
39,mobile,online-corpuschristi,169,0,0,100,1,0,0
39,mobile,online-evansville,169,0,0,100,1,0,0
39,mobile,online-iphone,338,0,0,100,1,0,0
39,mobile,online-lifestyles,169,0,0,100,1,0,0
39,mobile,online-news,677,0,0,74.88921713,1,0,0
39,mobile,online-site,507,0,0,100,1,0,0
39,mobile,onlineapp,169,0,0,100,1,0,0
39,mobile,organic,590347,155114,67.16043664,38.1948244,3.522636687,1522,0
39,mobile,project_sheet,338,169,114.5598227,0,5.00591716,0,0
39,mobile,project_sheet?,169,0,0,100,1,0,0
39,mobile,project_sheet_floral,338,0,0,100,1,0,0
39,mobile,projectsheet,169,0,0,100,1,0,0
39,mobile,re-direct,169,169,24.59338061,0,6.00591716,0,0
39,mobile,referral,19622,2368,51.47400658,50,4.344817042,846,0
39,mobile,social,2537,677,31.64378337,59.99211667,3.067008277,0,0
39,mobile,website,2706,677,80.86896552,37.50923873,2.500369549,0,0
39,mobile,weekly,507,169,14.92352941,33.33333333,1.33530572,0,0
39,tablet,(none),55313,22667,79.58481296,25.68835536,5.470974274,338,0
39,tablet,affiliate,1015,169,44.49655172,33.30049261,4,0,0
39,tablet,banners,846,507,62.4197262,19.97635934,4.799054374,0,0
39,tablet,buyer_home_accents_steve,169,0,0,100,1,0,0
39,tablet,cpc,70199,30955,67.69277465,16.14410462,4.946979302,677,6.611450066
39,tablet,email,32816,6428,113.9457499,32.99000488,2.829869576,0,6.242680473
39,tablet,ipad,507,0,80.33628319,66.66666667,1.668639053,0,0
39,tablet,macomb,169,0,0,100,1,0,0
39,tablet,online,1861,0,61.6556213,63.62170876,1.454056959,0,0
39,tablet,online-app,169,0,0,100,1,0,0
39,tablet,online-news,507,0,0,100,1,0,0
39,tablet,organic,90666,39244,78.19845421,23.50715814,5.541073831,1353,0
39,tablet,printablecoupon1,169,0,50.27952756,0,4.00591716,0,0
39,tablet,referral,5582,1522,86.78478911,48.4772483,3.697061985,0,0
39,tablet,social,338,169,0,0,1,0,0
39,tablet,wayne,169,0,0,100,1,0,0
39,tablet,website,338,0,39.41887906,50,2.00295858,0,0
38,desktop,(none),136507,61910,64.45895011,15.11790604,5.092940289,1184,1.957447732
38,desktop,buyer_home_accents_donna,169,0,0,100,1,0,0
38,desktop,buyer_home_accents_steve,169,0,0,100,1,0,0
38,desktop,cpc,171522,75781,66.34117137,12.62345355,5.073967188,1692,0
38,desktop,email,67492,15224,70.81785037,26.06531144,4.854664257,507,1.486919332
38,desktop,like2buy,169,0,0,100,1,0,0
38,desktop,online,4905,0,239.4384562,75.86136595,1.586340469,0,0
38,desktop,online-fixed,169,0,0,100,1,0,0
38,desktop,online-guidlive,169,0,0,100,1,0,0
38,desktop,online-news,338,0,0,100,1,0,0
38,desktop,online-newsatf,169,0,13.01183432,0,2,0,0
38,desktop,online-sanbernardino,169,0,0,100,1,0,0
38,desktop,online-zone4,169,0,112.1005917,0,2,0,0
38,desktop,organic,384656,179811,65.57605794,15.08360717,5.464817915,3721,1.875888889
38,desktop,project_sheet_floral,169,0,131.9246677,0,5.00591716,0,0
38,desktop,referral,25035,7950,62.84052205,27.02616337,3.824286,1184,0
38,desktop,social,2876,169,135.6650772,35.29207232,2.823018081,0,0
38,desktop,social_shop,169,169,581.5266272,0,2,0,0
38,desktop,store_finder,169,0,21.52071006,0,3,0,0
38,desktop,website,1522,677,99.47187118,11.10381078,4.223390276,0,0
38,desktop,weekly,338,0,36.19030733,0,6.00591716,0,0
38,mobile,(none),418656,104875,61.82541117,34.26249713,3.547069671,169,0
38,mobile,banners,21144,5075,55.8077365,46.40087022,4.416051835,0,0
38,mobile,buyer,169,0,45.54142012,0,3,0,0
38,mobile,buyer_donna_home_accents,507,169,41.78823529,33.33333333,1.33530572,0,0
38,mobile,buyer_fabric,169,0,0,100,1,0,0
38,mobile,buyer_floral,169,169,0,0,1,0,0
38,mobile,buyer_home_accents,169,0,0,100,1,0,0
38,mobile,buyer_home_accents_donna,169,0,0,0,1,0,0
38,mobile,buyer_papercrafting,169,0,14.01183432,0,2,0,0
38,mobile,buyer_small_seasons,169,0,0,100,1,0,0
38,mobile,cpc,914615,131602,72.04994708,61.97525735,2.277787922,677,3.721626949
38,mobile,email,125512,20637,64.08592674,40.43119383,4.149603225,338,1.519881657
38,mobile,like2buy,2537,507,84.48602651,53.33070556,3.2002365,0,0
38,mobile,new_website,169,169,0,0,1,0,0
38,mobile,online,10657,169,74.56181534,76.18466735,1.539645304,0,0
38,mobile,online-app,6935,169,298.9184397,82.92718097,1.365969719,0,0
38,mobile,online-evansville,169,0,0,100,1,0,0
38,mobile,online-iphone,338,0,0,100,1,0,0
38,mobile,online-localnews,169,0,0,100,1,0,0
38,mobile,online-muskegon,169,0,0,0,1,0,0
38,mobile,online-news,677,0,0,100,1,0,0
38,mobile,online-site,507,0,0,100,1,0,0
38,mobile,online-treasurecoast,169,0,0,100,1,0,0
38,mobile,online300x250,169,0,0,100,1,0,0
38,mobile,organic,590009,142089,68.21523189,39.16279243,3.523507269,2368,2.547951858
38,mobile,ottawa,169,0,0,100,1,0,0
38,mobile,project_sheet,1015,0,42.03550296,83.34975369,1.166502463,0,0
38,mobile,re-direct,338,0,4.00591716,50,1.5,0,0
38,mobile,referral,22328,3383,49.81708236,46.21103547,3.303072375,677,0
38,mobile,social,2537,846,33.92920354,53.33070556,1.133622389,0,0
38,mobile,store_finder,169,0,35.53254438,0,3,0,0
38,mobile,website,3045,846,89.33632582,33.33333333,2.499835796,0,0
38,mobile,weekly,169,0,0,100,1,0,0
38,mobile,weekly_ad,169,0,0,100,1,0,0
38,tablet,(none),56328,24866,60.92499909,25.52549354,4.891918762,507,3.486171598
38,tablet,cpc,65124,25035,68.13213587,21.03832688,4.316903139,507,0
38,tablet,email,43642,8289,71.76737712,42.24829293,3.794555703,169,3.150872744
38,tablet,ipad,169,0,0,100,1,0,0
38,tablet,oakland,169,0,0,100,1,0,0
38,tablet,online,1861,169,103.5946746,90.91886083,1.363245567,0,0
38,tablet,online-app,338,0,0,100,1,0,0
38,tablet,online-hp,169,0,0,100,1,0,0
38,tablet,online-lifestyles,169,0,0,100,1,0,0
38,tablet,online-news,507,0,0,100,1,0,0
38,tablet,organic,89313,33492,72.18165735,24.99972009,4.810621074,169,0
38,tablet,referral,5075,846,71.95947979,46.66009852,2.799802956,0,0
38,tablet,social,846,338,0,39.95271868,1,0,0
38,tablet,tablet,338,169,25.98522895,50,3.00295858,0,0
38,tablet,wayne,169,0,0,100,1,0,0
38,tablet,website,169,0,0,100,1,0,0
38,tablet,weekly,507,338,35.54345992,33.33333333,3.337278107,0,0
37,desktop,(none),140736,63940,72.18364429,14.66362551,5.51682583,1015,8.327337411
37,desktop,app,169,0,0,100,1,0,0
37,desktop,bay,169,0,0,100,1,0,0
37,desktop,buyer_donna_home_accents,507,0,52.71935007,66.66666667,2.33530572,0,0
37,desktop,buyer_small_seasons,169,0,0,100,1,0,0
37,desktop,cpc,159512,65801,62.3038316,12.08937259,4.655361352,2030,2.884448933
37,desktop,email,173890,25881,87.13216448,32.10132843,3.25486802,1015,3.741298805
37,desktop,freeshipping,169,169,33.88100517,0,9.00591716,0,0
37,desktop,online,3383,0,48.43158784,85.0133018,1.34998522,0,0
37,desktop,online-features,169,0,145.1331361,0,3,0,0
37,desktop,online-fixed,169,0,0,100,1,0,0
37,desktop,online-hp,169,0,0,100,1,0,0
37,desktop,online-lifestyles,169,0,0,100,1,0,0
37,desktop,online-lifestylesatf,169,0,0,100,1,0,0
37,desktop,online-news,338,0,0,100,1,0,0
37,desktop,online-newsatf,169,0,0,100,1,0,0
37,desktop,online-totowa,169,0,0,100,1,0,0
37,desktop,online-zone8,169,0,42.22599705,0,5.00591716,0,0
37,desktop,organic,367402,165940,62.89768833,15.56170081,5.511973261,5075,3.710912394
37,desktop,project_sheet,169,0,0,100,1,0,0
37,desktop,re-direct,169,0,34.59101655,0,6.00591716,0,0
37,desktop,referral,28080,9134,76.19307275,22.89173789,5.01798433,507,1.362571992
37,desktop,social,338,0,348.0516987,0,3.00295858,0,0
37,desktop,vendor,169,169,37.97784343,0,5.00591716,0,0
37,desktop,website,1522,677,45.45767363,22.20762155,4.112352168,0,0
37,desktop,weekly,338,169,115.5265986,50,6.50591716,0,0
37,mobile,(none),477352,136000,61.97218604,32.91994168,3.811128894,1015,3.383577889
37,mobile,banners,35184,9303,76.73368336,44.23033197,4.47595498,169,5.681888734
37,mobile,buyer_donna_home_accents,169,0,0,100,1,0,0
37,mobile,buyer_fabric,169,0,42.53846154,0,3,0,0
37,mobile,buyer_frames,169,0,36.03550296,0,2,0,0
37,mobile,buyer_home_accents_donna,169,169,20.97834646,0,4.00591716,0,0
37,mobile,buyer_papercrafting,169,0,0,100,1,0,0
37,mobile,cpc,882983,132278,66.26720925,59.0805259,2.400959022,1692,3.96958608
37,mobile,email,260666,27234,83.80101345,42.37491656,3.079818618,1015,2.462506651
37,mobile,freeshipping,846,338,55.99825339,0,9.79787234,0,0
37,mobile,header,338,0,0,100,1,0,0
37,mobile,kent,169,0,0,100,1,0,0
37,mobile,like2buy,2368,846,48.07778469,28.58952703,6.429054054,0,2.447727811
37,mobile,"media connect partners, llc",338,169,55.47160113,0,12.51183432,0,0
37,mobile,muskegon,169,0,85.07692308,0,2,0,0
37,mobile,new_website,169,169,0,0,1,0,0
37,mobile,online,11502,338,159.6546798,88.23682838,1.35298209,0,3.303005917
37,mobile,online-app,3721,0,297.435325,86.37463048,1.409298576,0,0
37,mobile,online-corpuschristi,169,0,0,100,1,0,0
37,mobile,online-features,169,0,0,0,1,0,0
37,mobile,online-iphone,338,0,0,100,1,0,0
37,mobile,online-news,1015,0,0,83.34975369,1,0,0
37,mobile,online-site,1522,0,137.3117647,88.89618922,1.111695138,0,0
37,mobile,online300x250,169,0,0,100,1,0,0
37,mobile,organic,666128,174905,65.58870879,38.72529003,3.680040473,2030,3.326176662
37,mobile,ottawa,338,0,0,50,1,0,0
37,mobile,project_sheet,507,169,38.80588235,66.66666667,1.33530572,0,0
37,mobile,project_sheet_floral,338,0,8.00591716,50,1.5,0,0
37,mobile,referral,27910,4905,45.48225341,35.15227517,4.181870297,0,0
37,mobile,social,6090,507,37.12748344,63.89162562,1.694252874,0,0
37,mobile,store_finder,169,0,0,100,1,0,0
37,mobile,website,6428,1353,84.70338407,36.83883012,3.289359054,0,0
37,mobile,weekly,169,0,0,100,1,0,0
37,tablet,(none),54298,22497,66.94344669,24.29923754,5.352057166,1353,0
37,tablet,banners,846,338,85.84208696,39.95271868,4.398345154,0,0
37,tablet,buyer,169,0,0,100,1,0,0
37,tablet,buyer_frames,169,0,0,100,1,0,0
37,tablet,buyer_home_accents_steve,169,0,0,100,1,0,0
37,tablet,cpc,74766,34507,69.87493033,14.25380521,4.95475216,677,6.296806676
37,tablet,email,96587,12856,92.05140955,40.45575492,2.884404734,507,3.421554771
37,tablet,ipad,1015,0,40.03550296,49.95073892,1.499507389,0,0
37,tablet,large_seasons,169,169,32.0295858,0,2,0,0
37,tablet,new_website,169,169,17.98031496,0,4.00591716,0,0
37,tablet,online,1692,0,102.3924612,89.95271868,1.79964539,0,0
37,tablet,online-guidlive,169,0,0,100,1,0,0
37,tablet,online-news,169,0,0,100,1,0,0
37,tablet,online-site,169,0,0,100,1,0,0
37,tablet,online-zone8,169,0,67.0591716,0,2,0,0
37,tablet,onlinewap,338,0,0,100,1,0,0
37,tablet,organic,97433,34507,71.93576017,24.13145444,5.309012347,507,4.578698549
37,tablet,project_sheet_floral,169,0,0,100,1,0,0
37,tablet,referral,5075,1522,50.4875178,23.33004926,8.332610837,169,0
37,tablet,social,1522,0,236.4817734,77.79237845,1.666885677,0,0
37,tablet,tablet,338,0,0,100,1,0,0
37,tablet,website,1522,507,84.86847291,55.5847569,3.667542707,0,0
37,tablet,weekly_costume,169,169,0,0,1,0,0
36,desktop,(none),161373,60726,65.98952823,27.25362979,4.813413644,1522,3.12531954
36,desktop,(not set),169,0,0,100,1,0,0
36,desktop,buyer_home_accents_donna,507,0,0,0,1,0,0
36,desktop,cpc,155960,67662,67.26884113,11.27981534,5.106290074,1861,2.139763469
36,desktop,email,89482,20975,77.88193704,29.11200018,3.905500548,507,1.403617021
36,desktop,ipad,169,0,0,100,1,0,0
36,desktop,kent,169,0,0,0,1,0,0
36,desktop,online,1184,0,46.56701708,85.72635135,2.285472973,0,0
36,desktop,online-inlandvalley,169,0,0,100,1,0,0
36,desktop,online-knoxville,169,0,0,100,1,0,0
36,desktop,online-localnews,169,0,0,0,1,0,0
36,desktop,online-news,507,0,0,100,1,0,0
36,desktop,organic,348457,158497,62.91488235,15.0971282,5.560680371,3383,3.178164117
36,desktop,referral,29771,9980,79.35731929,25.00083974,4.676161365,677,0
36,desktop,social,677,169,0,24.96307238,1,0,0
36,desktop,store_finder,169,0,0,100,1,0,0
36,desktop,website,2368,677,48.46863711,28.58952703,3.571790541,0,0
36,desktop,weekly,169,0,36.29527559,0,4.00591716,0,0
36,mobile,(none),441153,123482,62.33428408,32.2468622,3.950155615,1522,2.74712578
36,mobile,banners,26726,6766,75.09739548,45.56985707,3.012684277,0,5.316837278
36,mobile,buyer_donna_home_accents,677,169,29.02366864,74.88921713,1.249630724,0,0
36,mobile,buyer_frames,169,0,21.01775148,0,3,0,0
36,mobile,buyer_home_accents_donna,338,169,11.47787611,0,2.00295858,0,0
36,mobile,buyer_home_accents_steve,507,0,14.31889764,66.66666667,2.001972387,0,0
36,mobile,buyer_needle_art,169,0,0,0,1,0,0
36,mobile,buyer_small_seasons,507,0,49.39823009,33.33333333,1.33530572,0,0
36,mobile,cpc,827163,112656,73.61634288,61.71770256,2.226992745,1184,3.208237838
36,mobile,craft_tip,677,169,17.79469929,49.92614476,8.245199409,0,0
36,mobile,digitalcreative,169,0,0,100,1,0,0
36,mobile,display,169,0,0,100,1,0,0
36,mobile,email,178965,28925,63.47552702,35.72765625,3.390355656,507,2.919639735
36,mobile,like2buy,2537,677,45.0679803,46.66929444,3.800551833,0,0
36,mobile,mobile,338,0,0,100,1,0,0
36,mobile,new_website,338,338,0,0,1,0,0
36,mobile,online,9473,169,54.4197262,82.13871002,1.339280059,0,0
36,mobile,online-anderson,169,0,0,100,1,0,0
36,mobile,online-app,4905,0,257.5139241,89.66360856,1.241590214,0,0
36,mobile,online-dispatchapp,169,0,0,100,1,0,0
36,mobile,online-knoxville,507,0,0,100,1,0,0
36,mobile,online-news,677,0,1172.065089,74.88921713,1.249630724,0,0
36,mobile,online-site,1353,0,0,100,1,0,0
36,mobile,organic,613521,140059,68.71216162,41.35653058,3.43231446,1353,2.351301843
36,mobile,pin_7,169,0,0,100,1,0,0
36,mobile,project_sheet,169,0,0,0,1,0,0
36,mobile,re-direct,338,0,0,100,1,0,0
36,mobile,referral,28080,5582,54.08328306,38.55413105,3.939707977,677,0
36,mobile,social,5413,846,50.05707836,49.99076298,2.71864031,169,0
36,mobile,store_finder,169,0,0,100,1,0,0
36,mobile,website,4398,2368,46.48939376,11.52796726,2.961573442,0,0
36,mobile,weekly,338,169,10.97640118,50,2.00295858,0,0
36,tablet,(none),57005,26388,65.763636,21.95772301,5.412455048,507,4.524929099
36,tablet,banners,507,0,167.3832512,33.33333333,17.01577909,169,0
36,tablet,bay,169,0,0,100,1,0,0
36,tablet,buyer,169,169,0,0,1,0,0
36,tablet,cpc,53960,20806,65.72243245,19.12157153,4.501575241,338,0
36,tablet,email,53960,10488,79.61623962,36.67716827,3.354243884,169,5.159692308
36,tablet,ipad,338,0,0,100,1,0,0
36,tablet,online,1184,0,8.00591716,85.72635135,1.142736486,0,0
36,tablet,online-news,677,0,0,100,1,0,0
36,tablet,organic,80179,29940,71.60538665,24.47274224,4.913493558,846,4.027774651
36,tablet,project_sheet,169,0,0,100,1,0,0
36,tablet,referral,4060,507,68.74591567,41.67487685,2.54137931,0,0
36,tablet,social,1184,507,49.30254895,42.82094595,3.286317568,0,0
36,tablet,website,338,169,43.81085438,50,6.50591716,0,0
36,tablet,weekly,169,0,0,100,1,0,0
35,desktop,(none),152239,63602,68.72309882,19.22240687,5.385538528,1522,6.947501819
35,desktop,(not set),338,338,55.28486998,0,6.00591716,0,0
35,desktop,buyer,169,0,0,0,1,0,0
35,desktop,buyer_art,169,0,0,0,1,0,0
35,desktop,buyer_cards_and_party,169,0,0,100,1,0,0
35,desktop,buyer_home_accents_donna,169,0,0,0,1,0,0
35,desktop,cpc,165094,76796,58.56658873,11.88535016,5.451851672,2537,1.099447729
35,desktop,digitalcreative,169,0,85.07692308,0,3,0,0
35,desktop,email,61910,11502,76.01163666,27.59651106,4.28417057,846,2.989693042
35,desktop,genessee,169,0,0,100,1,0,0
35,desktop,"media connect partners, llc",169,169,29.76077886,0,18.01775148,0,0
35,desktop,online,3045,338,113.8644426,77.76683087,1.777668309,0,0
35,desktop,online-dispatch,169,0,0,100,1,0,0
35,desktop,online-sanbernardino,169,0,0,100,1,0,0
35,desktop,organic,360805,167632,70.88607816,15.84623273,5.470703011,4905,3.999100626
35,desktop,referral,23682,6935,72.52516418,28.57022211,3.957055992,0,1.639087792
35,desktop,store_finder,169,0,115.1065089,0,2,0,0
35,desktop,website,1353,338,74.20270936,37.47228381,4.000739098,0,0
35,desktop,weekly,169,169,28.71884606,0,26.02366864,169,0
35,mobile,(none),418318,121283,63.35193203,31.66179796,4.056607653,1692,3.291106861
35,mobile,(not set),1353,338,34.5555966,24.98152254,3.000739098,0,0
35,mobile,0,169,0,125.112426,0,3,0,0
35,mobile,banners,16408,3383,79.61539336,51.54802535,2.608239883,0,0
35,mobile,bay,338,0,34.29724409,50,2.50295858,0,0
35,mobile,buyer_donna_home_accents,507,169,26.39243499,33.33333333,2.668639053,0,0
35,mobile,buyer_floral,846,0,0,100,1,0,0
35,mobile,buyer_home_accents_donna,338,0,0,100,1,0,0
35,mobile,buyer_small_seasons,169,0,0,100,1,0,0
35,mobile,buyer_wearables,169,0,0,0,1,0,0
35,mobile,cpc,813799,118746,73.27902709,60.25775406,2.395344551,1184,8.09127025
35,mobile,email,129910,17423,87.82315918,47.78615965,2.890631976,338,6.9099261
35,mobile,header,169,0,0,100,1,0,0
35,mobile,ipad,338,0,0,100,1,0,0
35,mobile,like2buy,1353,0,117.9669367,50.03695492,4.375461936,0,0
35,mobile,mobile,507,0,0,100,1,0,0
35,mobile,online,8796,0,61.32857143,82.69668031,1.230786721,0,0
35,mobile,online-app,4567,0,145.1301775,96.29954018,1.037004598,0,0
35,mobile,online-dispatch,169,0,0,100,1,0,0
35,mobile,online-evansville,169,0,0,100,1,0,0
35,mobile,online-iphone,169,0,0,100,1,0,0
35,mobile,online-knoxville,169,0,0,100,1,0,0
35,mobile,online-lifestyles,169,0,0,100,1,0,0
35,mobile,online-news,507,0,0,66.66666667,1,0,0
35,mobile,online-site,1184,0,1532.39645,85.72635135,1.142736486,0,0
35,mobile,online-treasurecoast,338,0,0,100,1,0,0
35,mobile,onlinewap,169,0,0,100,1,0,0
35,mobile,organic,580029,146656,68.34862577,39.66163761,3.473896995,1861,3.400042324
35,mobile,project_sheet,1015,0,0,100,1,0,0
35,mobile,referral,24358,3721,55.07336449,40.9721652,4.763937926,1353,0
35,mobile,social,1861,169,32.37580645,54.54056959,1.999462654,0,0
35,mobile,vendor_deco_art,169,169,0,0,1,0,0
35,mobile,website,4060,1184,67.65623522,25,4.124630542,0,0
35,tablet,(none),47871,22328,66.66262502,20.49466274,5.63953124,677,1.540050246
35,tablet,(not set),846,677,87.70846297,19.97635934,8.598108747,169,0
35,tablet,app,169,0,0,100,1,0,0
35,tablet,banners,169,0,45.18794326,0,6.00591716,0,0
35,tablet,cpc,56667,27910,67.89260475,14.92579455,5.307427603,677,6.176789602
35,tablet,email,38567,3383,73.77608792,51.31589182,3.114035315,169,18.98727219
35,tablet,ipad,169,0,0,100,1,0,0
35,tablet,like2buy,169,0,29.57347973,0,8.00591716,0,0
35,tablet,online,2368,0,33.5295858,92.86317568,1.142736486,0,0
35,tablet,online-news,169,0,0,100,1,0,0
35,tablet,online-redlandsdaily,338,0,0,100,1,0,0
35,tablet,online-wichitafalls-onlines,169,0,170.2873473,0,16.01183432,0,0
35,tablet,organic,92020,35691,71.92589844,24.4479461,4.737122365,846,4.17838563
35,tablet,referral,3552,677,83.23647799,38.09121622,3.238175676,0,0
35,tablet,tablet,169,0,0,100,1,0,0
35,tablet,wayne,169,0,0,100,1,0,0
35,tablet,website,2199,1015,44.6470799,38.47203274,8.615279673,0,0
34,desktop,(none),141074,62587,66.59610592,17.26611566,4.938861874,1692,2.161633163
34,desktop,(not set),1015,338,69.9881784,49.95073892,2.833497537,0,0
34,desktop,buyer_home_accents_donna,169,0,0,0,1,0,0
34,desktop,cpc,160020,72736,54.15512889,12.05099363,4.591957255,846,1.574247324
34,desktop,email,53453,11672,73.24131365,26.58223112,4.376555104,338,2.705378818
34,desktop,home decor,507,338,58.3904782,33.33333333,19.68441815,0,0
34,desktop,online,4060,169,55.80685849,70.83743842,1.624876847,0,0
34,desktop,online-knoxville,169,0,0,100,1,0,0
34,desktop,online-news,169,0,0,100,1,0,0
34,desktop,online-newsatf,169,0,0,100,1,0,0
34,desktop,organic,346258,164248,63.38826273,14.1671817,5.513923144,2706,3.967627042
34,desktop,pin_1,338,169,122.8236453,0,4.00295858,0,0
34,desktop,referral,22159,7443,58.52546315,25.95333724,4.93131459,677,3.132573885
34,desktop,social,507,0,12.74298375,66.66666667,2.33530572,0,0
34,desktop,website,2030,1015,51.53409438,8.325123153,5.833004926,0,0
34,mobile,(none),448596,126020,61.24980369,33.22031405,3.760936344,1692,3.182248673
34,mobile,(not set),2030,338,10.00887574,66.65024631,1.166502463,0,0
34,mobile,app,338,0,0,100,1,0,0
34,mobile,banners,15731,2368,75.08325489,64.51592397,2.688195283,0,1.867698225
34,mobile,buyer,338,0,0,100,1,0,0
34,mobile,buyer_donna_home_accents,677,0,15.01183432,74.88921713,1.249630724,0,0
34,mobile,buyer_floral,1184,0,78.93519194,57.17905405,12.57263514,169,0
34,mobile,buyer_home_accents_donna,507,169,28.4844904,0,2.33530572,0,0
34,mobile,buyer_womens_home_accents,169,0,6.00591716,0,3,0,0
34,mobile,cpc,846954,121960,68.9687433,60.974622,2.270620364,1522,6.736365792
34,mobile,display,338,0,0,50,0.5,0,0
34,mobile,email,112826,19960,66.97672934,37.93097336,3.704633684,169,3.568006181
34,mobile,like2buy,1522,338,75.5045972,33.31143233,4.00131406,0,0
34,mobile,mobile,169,0,0,100,1,0,0
34,mobile,online,9134,0,44.38770686,90.74885045,1.092620977,0,4.052686391
34,mobile,online-anderson,169,0,0,100,1,0,0
34,mobile,online-app,3721,0,680.5941176,90.91642032,1.045686643,0,0
34,mobile,online-evansville,338,0,0,50,1,0,0
34,mobile,online-guidlive,169,0,66.0591716,0,2,0,0
34,mobile,online-iphone,338,0,39.03550296,50,1.5,0,0
34,mobile,online-knoxville,507,0,0,100,1,0,0
34,mobile,online-memphis,169,0,0,100,1,0,0
34,mobile,online-news,338,0,0,100,1,0,0
34,mobile,online-site,2199,338,161.8823213,46.15734425,1.84629377,0,2.694449704
34,mobile,online-treasurecoast,169,0,0,100,1,0,0
34,mobile,online300x250,338,0,0,100,1,0,0
34,mobile,organic,558546,139721,70.32458235,38.31018394,3.423986565,2030,4.734902734
34,mobile,project_sheet,677,0,46.43158784,24.96307238,4.497784343,0,0
34,mobile,project_sheet_floral,169,0,0,100,1,0,0
34,mobile,re-direct,338,0,0,100,1,0,2.662420118
34,mobile,referral,49393,5075,65.23329121,56.85016095,2.791083757,1015,6.197639053
34,mobile,social,1522,0,35.39007092,77.79237845,1.555847569,0,0
34,mobile,website,5582,1692,51.01718232,27.26621283,4.242565389,0,0
34,tablet,(none),46856,19622,58.83868745,22.02065904,5.924150589,338,3.113195271
34,tablet,(not set),338,169,15.98228346,0,2.50295858,0,0
34,tablet,banners,677,0,126.9903448,24.96307238,8.245199409,0,0
34,tablet,buyer_donna_home_accents,169,0,0,100,1,0,0
34,tablet,cpc,58696,21821,63.12941459,19.02003544,4.538929399,338,9.362099039
34,tablet,email,38567,5582,79.05749756,46.05232453,3.368423782,338,4.61730152
34,tablet,online,2537,0,0,100,1,0,0
34,tablet,online-app,169,0,0,100,1,0,0
34,tablet,online-knoxville,169,0,0,100,1,0,0
34,tablet,online-news,169,0,0,100,1,0,0
34,tablet,online-sanbernardino,169,0,0,100,1,0,0
34,tablet,organic,87283,34338,67.76344524,24.61304034,5.087233482,677,3.33529078
34,tablet,project_sheet,169,0,0,100,1,0,0
34,tablet,referral,4229,1184,64.80277471,24.00094585,3.999763537,169,0
34,tablet,social,338,0,11.65354331,0,2.50295858,0,0
34,tablet,tablet,338,0,0,100,1,0,0
34,tablet,website,2368,1692,51.88094583,7.136824324,4.071790541,0,0
33,desktop,(none),148686,60895,69.99370474,20.81904147,4.960191276,1522,3.896773992
33,desktop,(not set),677,0,0,100,1,0,0
33,desktop,buyer_donna_home_accents,338,0,29.02366864,50,1.5,0,0
33,desktop,buyer_home_accents_donna,338,169,24.97440945,0,2.50295858,0,0
33,desktop,buyer_home_accents_steve,338,0,106.0946746,50,1.5,0,0
33,desktop,cpc,153930,69691,60.68507366,11.31878126,5.525277724,2199,2.545720396
33,desktop,custom_framing,169,0,18.01775148,0,2,0,0
33,desktop,digitalcreative,169,0,0,100,1,0,0
33,desktop,email,58358,13871,88.328377,21.73994996,4.527536927,507,5.503899527
33,desktop,home accents donna,169,0,23.02366864,0,2,0,0
33,desktop,home decor,338,0,10.32283465,50,2.50295858,0,0
33,desktop,needleart,169,0,0,0,1,0,0
33,desktop,online,3721,507,38.90274046,68.18059661,1.500134372,0,0
33,desktop,online-newsatf,169,0,2,0,2,0,0
33,desktop,online-sanbernardino,169,0,0,100,1,0,0
33,desktop,online-zone4,169,0,110.1005917,0,2,0,0
33,desktop,organic,342537,158328,63.07024951,15.06173056,5.751597638,4060,2.544525156
33,desktop,pin_1,169,0,150.1360947,0,3,0,0
33,desktop,project_sheet,169,0,0,100,1,0,0
33,desktop,referral,23851,9642,68.55000291,18.43947843,6.758794181,1353,2.121458021
33,desktop,small_seasons,169,169,514.4674556,0,2,0,0
33,desktop,social,677,0,0,74.88921713,1,0,0
33,desktop,website,1522,677,93.33464708,11.10381078,4.667542707,0,0
33,mobile,(none),422885,119761,66.40623057,32.64007945,3.68319756,1861,3.518368147
33,mobile,app,169,0,0,100,1,0,0
33,mobile,banners,10995,3214,44.41164964,52.30559345,3.092314688,0,0
33,mobile,buyer,169,0,0,100,1,0,0
33,mobile,buyer_cards&party,169,169,13.98425197,0,4.00591716,0,0
33,mobile,buyer_donna_home_accents,338,0,0,100,1,0,0
33,mobile,buyer_fabric_project_sheet,169,0,0,100,1,0,0
